platform,day_of_week,post_hour,post_type,media_type,num_hashtags,mentions_count,has_call_to_action,call_to_action_type,content_topic,sentiment_tone,caption_length,features_resident_story,campaign_name,is_boosted,boost_budget_php,impressions,reach,likes,comments,shares,saves,click_throughs,video_views,engagement_rate,profile_visits,donation_referrals,estimated_donation_value_php,follower_count_at_post,watch_time_seconds,avg_view_duration_seconds,subscriber_count_at_post,forwards,post_month,post_is_weekend,confirmed_donation_count,confirmed_monetary_value,led_to_donation
LinkedIn,Sunday,22,ImpactStory,Text,2,2,True,DonateNow,SafehouseLife,Celebratory,120,True,Year-End Hope,False,0.0,11.958607252263281,10.420540754420784,32,8,11,2,16,0.0,0.1041,15,5,52234.38,463,0.0,0.0,0.0,0.0,11,1,0,0.0,0
Instagram,Monday,4,ImpactStory,Reel,1,0,True,SignUp,SafehouseLife,Celebratory,104,False,Other,False,0.0,17.104463388038894,14.752595825911206,53,21,10,4,45,1424.0,0.0449,19,2,5319.69,1796,0.0,0.0,0.0,0.0,11,0,0,0.0,0
Facebook,Tuesday,9,ImpactStory,Video,1,0,False,None,CampaignLaunch,Hopeful,119,True,Year-End Hope,False,0.0,26.96746178304287,23.55659478380917,1092,223,382,72,159,22909.0,0.0938,331,142,479011.64,2479,0.0,0.0,0.0,0.0,11,0,0,0.0,0
Facebook,Thursday,18,EventPromotion,Photo,4,1,True,DonateNow,DonorImpact,Emotional,120,False,Year-End Hope,False,0.0,21.257033315128,18.01561256967994,522,94,127,47,152,0.0,0.1724,183,2,5953.88,2479,0.0,0.0,0.0,0.0,11,0,0,0.0,0
YouTube,Friday,16,Campaign,Video,2,0,True,LearnMore,AwarenessRaising,Hopeful,126,False,Other,False,0.0,26.96746178304287,23.55659478380917,1639,505,261,179,629,22042.0,0.1705,701,39,118913.88,620,2689124.0,122.0,303.0,0.0,11,0,0,0.0,0
Facebook,Friday,20,Campaign,Photo,5,2,True,DonateNow,Education,Grateful,136,False,Year-End Hope,False,0.0,21.844674387888176,19.72083186857082,381,186,66,38,235,0.0,0.1238,149,18,41443.11,2489,0.0,0.0,0.0,0.0,11,0,0,0.0,0
LinkedIn,Saturday,3,EventPromotion,Photo,3,0,True,ShareStory,AwarenessRaising,Emotional,137,False,Other,False,0.0,7.065068749144744,6.258721786524108,1,0,0,0,3,0.0,0.0389,1,0,0.0,463,0.0,0.0,0.0,0.0,11,1,0,0.0,0
Twitter,Sunday,18,ImpactStory,Text,1,0,True,ShareStory,DonorImpact,Grateful,104,True,Other,True,0.0,21.216643058133258,18.519023190412362,346,55,142,35,205,0.0,0.1247,149,58,156792.56,1222,0.0,0.0,0.0,0.0,11,1,0,0.0,0
Twitter,Monday,10,EducationalContent,Carousel,3,0,True,DonateNow,DonorImpact,Emotional,143,False,Year-End Hope,False,0.0,20.13987264227135,17.321401621346556,382,47,106,56,125,0.0,0.1699,91,2,7787.73,1222,0.0,0.0,0.0,0.0,11,0,0,0.0,0
LinkedIn,Wednesday,1,EducationalContent,Text,3,3,False,None,Education,Hopeful,150,False,None,False,0.0,11.71279768832586,10.291939352122663,5,2,1,0,6,0.0,0.0268,2,0,0.0,496,0.0,0.0,0.0,0.0,11,0,0,0.0,0
Instagram,Thursday,1,EducationalContent,Video,3,1,False,None,AwarenessRaising,Celebratory,154,False,Year-End Hope,False,0.0,15.237459549948353,13.278278541552742,29,11,5,2,12,945.0,0.0402,12,0,0.0,1833,0.0,0.0,0.0,0.0,11,0,0,0.0,0
TikTok,Thursday,17,EventPromotion,Reel,3,0,False,None,DonorImpact,Grateful,136,False,Year-End Hope,True,0.0,26.96746178304287,23.55659478380917,580,201,77,51,189,11681.0,0.0578,139,2,6245.64,930,0.0,0.0,0.0,0.0,11,0,0,0.0,0
Facebook,Saturday,12,ImpactStory,Text,5,2,True,DonateNow,SafehouseLife,Informative,135,True,Year-End Hope,False,0.0,16.668627104678087,14.283344703927513,89,28,44,8,65,0.0,0.0812,33,10,39433.05,2479,0.0,0.0,0.0,0.0,12,1,0,0.0,0
Facebook,Sunday,6,ThankYou,Photo,1,2,False,None,CampaignLaunch,Informative,104,False,Year-End Hope,False,0.0,18.49271539396314,16.110032854774044,44,6,9,4,31,0.0,0.0318,23,0,0.0,2479,0.0,0.0,0.0,0.0,12,1,0,0.0,0
WhatsApp,Sunday,12,Campaign,Reel,0,0,True,DonateNow,EventRecap,Grateful,171,False,None,True,0.0,18.313851204844745,16.602517959770058,92,14,26,11,93,2823.0,0.0637,29,6,34265.62,1517,0.0,0.0,0.0,48.0,12,1,0,0.0,0
Twitter,Sunday,15,ImpactStory,Text,2,0,False,None,CampaignLaunch,Urgent,125,False,Year-End Hope,False,0.0,14.574734983520766,13.263442616154022,40,13,17,6,17,0.0,0.0769,19,5,8715.27,1228,0.0,0.0,0.0,0.0,12,1,0,0.0,0
Facebook,Tuesday,11,ImpactStory,Photo,1,3,True,SignUp,DonorImpact,Hopeful,82,False,None,True,0.0,24.96313385313498,21.757229320240423,917,369,124,78,301,0.0,0.1597,399,31,69585.27,2423,0.0,0.0,0.0,0.0,12,0,0,0.0,0
Instagram,Tuesday,23,ThankYou,Text,2,0,False,None,DonorImpact,Grateful,99,False,Year-End Hope,False,0.0,10.165600338607138,9.059332879436369,8,1,1,0,4,0.0,0.0388,2,0,0.0,1796,0.0,0.0,0.0,0.0,12,0,0,0.0,0
Instagram,Friday,13,EventPromotion,Photo,1,0,False,None,Gratitude,Celebratory,121,False,None,False,0.0,14.518083379328917,12.527791503583048,104,41,22,8,13,0.0,0.1683,50,0,0.0,1782,0.0,0.0,0.0,0.0,12,0,0,0.0,0
Twitter,Sunday,3,EventPromotion,Text,2,2,False,None,AwarenessRaising,Grateful,138,False,Year-End Hope,False,0.0,8.532723652245098,7.2039548090914876,1,0,0,0,1,0.0,0.0201,0,0,0.0,1222,0.0,0.0,0.0,0.0,12,1,0,0.0,0
WhatsApp,Sunday,15,FundraisingAppeal,Photo,0,1,True,DonateNow,Education,Grateful,155,False,None,True,0.0,17.268122230773034,15.111969750344697,63,16,18,10,73,0.0,0.0757,45,13,69843.04,1543,0.0,0.0,0.0,37.0,12,1,0,0.0,0
Twitter,Sunday,18,EducationalContent,Video,3,0,False,None,CampaignLaunch,Celebratory,131,False,None,True,0.0,23.81986489151422,20.57524044365669,939,309,104,62,65,4836.0,0.1631,331,2,2432.66,1228,0.0,0.0,0.0,0.0,12,1,0,0.0,0
WhatsApp,Monday,19,ImpactStory,Photo,0,1,False,None,DonorImpact,Emotional,148,False,Year-End Hope,False,0.0,16.037872564653696,14.312394737229123,115,44,34,14,12,0.0,0.1654,34,51,249795.92,1543,0.0,0.0,0.0,74.0,12,0,1,0.0,1
Facebook,Tuesday,9,ThankYou,Text,1,1,True,ShareStory,SafehouseLife,Hopeful,93,False,Year-End Hope,False,0.0,17.085951249691718,15.102300719242397,198,63,32,18,81,0.0,0.131,51,0,0.0,2489,0.0,0.0,0.0,0.0,12,0,0,0.0,0
Facebook,Tuesday,18,Campaign,Photo,3,1,True,DonateNow,Health,Informative,136,False,None,False,0.0,21.45842398445266,19.31815037192651,194,46,56,29,145,0.0,0.0869,139,8,23284.37,2479,0.0,0.0,0.0,0.0,12,0,0,0.0,0
TikTok,Wednesday,20,Campaign,Reel,2,1,True,DonateNow,AwarenessRaising,Hopeful,155,False,Year-End Hope,False,0.0,24.62538305169786,20.89277764896086,491,86,95,68,278,7160.0,0.1409,174,12,18997.09,930,0.0,0.0,0.0,0.0,12,0,1,0.0,1
Twitter,Friday,10,FundraisingAppeal,Text,3,2,True,LearnMore,Education,Grateful,141,False,None,False,0.0,17.63091008887207,16.035588127737842,167,71,48,20,106,0.0,0.1374,84,10,7813.68,1222,0.0,0.0,0.0,0.0,12,0,0,0.0,0
WhatsApp,Saturday,16,Campaign,Reel,0,1,True,SignUp,Reintegration,Hopeful,142,False,None,False,0.0,12.140313772409714,10.857660448848351,34,8,5,3,17,527.0,0.0875,11,1,4581.25,1517,0.0,0.0,0.0,13.0,12,1,0,0.0,0
Instagram,Saturday,20,ThankYou,Carousel,2,0,False,None,Education,Urgent,94,False,None,False,0.0,17.894475679388474,15.221695380732557,223,59,64,31,25,0.0,0.163,108,1,4990.54,1833,0.0,0.0,0.0,0.0,12,1,0,0.0,0
Instagram,Monday,6,Campaign,Reel,2,0,True,SignUp,Reintegration,Informative,144,False,Year-End Hope,False,0.0,19.17100559305575,16.642661731400906,59,28,14,7,77,4022.0,0.0399,18,3,5737.67,1782,0.0,0.0,0.0,0.0,12,0,0,0.0,0
LinkedIn,Wednesday,23,ThankYou,Text,3,0,False,None,Gratitude,Urgent,109,False,Year-End Hope,True,0.0,20.05574877983813,17.28799956781911,133,30,29,14,51,0.0,0.0625,49,1,13369.98,496,0.0,0.0,0.0,0.0,12,0,0,0.0,0
TikTok,Thursday,19,Campaign,Reel,4,0,True,DonateNow,EventRecap,Hopeful,167,False,None,False,0.0,24.63210794696184,22.002422190945,1151,297,256,97,253,10599.0,0.18,285,19,92695.63,687,0.0,0.0,0.0,0.0,12,0,2,2229.97,1
Facebook,Friday,14,Campaign,Video,4,1,True,SignUp,Education,Hopeful,176,False,None,True,0.0,26.35352663366044,23.55659478380917,778,292,158,59,410,14834.0,0.0839,360,19,46608.61,2479,0.0,0.0,0.0,0.0,12,0,0,0.0,0
Twitter,Friday,17,ThankYou,Photo,3,0,True,SignUp,AwarenessRaising,Informative,114,False,Year-End Hope,False,0.0,19.871552799049372,16.976769316817702,209,32,28,23,136,0.0,0.0924,58,0,0.0,1228,0.0,0.0,0.0,0.0,12,0,0,0.0,0
TikTok,Saturday,4,FundraisingAppeal,Reel,3,0,True,DonateNow,CampaignLaunch,Celebratory,140,False,None,False,0.0,19.90908778781162,17.039648061594153,180,20,24,10,90,2305.0,0.0555,30,4,16589.38,930,0.0,0.0,0.0,0.0,12,1,0,0.0,0
WhatsApp,Sunday,1,ImpactStory,Video,0,1,True,DonateNow,Reintegration,Informative,113,True,None,False,0.0,16.049306419040565,13.501639862952173,16,3,10,2,32,821.0,0.0245,3,6,24754.16,1543,0.0,0.0,0.0,26.0,12,1,0,0.0,0
LinkedIn,Sunday,6,EducationalContent,Photo,3,0,True,ShareStory,SafehouseLife,Grateful,171,False,None,False,0.0,17.450966055353412,14.812394168940635,69,22,8,5,73,0.0,0.0501,31,0,0.0,496,0.0,0.0,0.0,0.0,12,1,0,0.0,0
LinkedIn,Monday,9,ImpactStory,Text,3,0,False,None,Education,Informative,122,True,Year-End Hope,False,0.0,21.793595270870316,18.64200207024555,198,29,74,32,68,0.0,0.0762,60,17,204106.63,463,0.0,0.0,0.0,0.0,12,0,0,0.0,0
Facebook,Tuesday,5,ThankYou,Photo,4,0,True,LearnMore,CampaignLaunch,Urgent,76,False,None,False,0.0,10.689272783748072,8.913455723984441,5,2,1,0,7,0.0,0.0329,1,0,0.0,2489,0.0,0.0,0.0,0.0,12,0,0,0.0,0
Instagram,Tuesday,23,ImpactStory,Text,0,1,True,SignUp,AwarenessRaising,Hopeful,117,True,Year-End Hope,False,0.0,18.459983619232514,15.961949658345574,99,13,57,8,87,0.0,0.0661,48,11,25888.3,1833,0.0,0.0,0.0,0.0,12,0,0,0.0,0
YouTube,Thursday,8,Campaign,Video,3,0,True,LearnMore,DonorImpact,Grateful,176,False,Year-End Hope,False,0.0,22.241809247634656,20.065522158783935,290,58,45,25,170,9513.0,0.0587,55,10,31108.37,572,2064321.0,217.0,320.0,0.0,12,0,0,0.0,0
Facebook,Tuesday,5,ThankYou,Text,2,0,True,ShareStory,DonorImpact,Emotional,101,False,None,False,0.0,14.877219713242429,12.580993937965406,17,6,6,2,39,0.0,0.0444,10,0,0.0,2479,0.0,0.0,0.0,0.0,1,0,0,0.0,0
Facebook,Friday,19,ImpactStory,Text,2,2,False,None,EventRecap,Grateful,143,True,None,False,0.0,17.756208103066875,15.75481271402776,141,50,83,16,23,0.0,0.1117,57,14,32593.29,2423,0.0,0.0,0.0,0.0,1,0,0,0.0,0
Twitter,Friday,4,ImpactStory,Photo,1,1,False,None,CampaignLaunch,Grateful,124,True,None,False,0.0,14.938278680499996,13.161865669727709,18,3,7,1,9,0.0,0.022,8,0,0.0,1228,0.0,0.0,0.0,0.0,1,0,0,0.0,0
Facebook,Sunday,17,ImpactStory,Photo,2,0,True,DonateNow,DonorImpact,Hopeful,142,True,None,False,0.0,16.64034514654508,14.770881114684045,62,16,48,8,52,0.0,0.0781,47,4,12319.53,2489,0.0,0.0,0.0,0.0,1,1,2,0.0,1
WhatsApp,Thursday,4,EventPromotion,Video,0,1,True,SignUp,AwarenessRaising,Emotional,132,False,None,False,0.0,13.552546820872216,11.412186570928522,12,2,4,1,21,862.0,0.0369,3,0,0.0,1543,0.0,0.0,0.0,7.0,1,0,0,0.0,0
LinkedIn,Friday,1,ImpactStory,Photo,3,1,False,None,Education,Emotional,155,True,None,False,0.0,13.779161117113869,11.930730083602189,12,3,5,1,8,0.0,0.0322,4,0,0.0,496,0.0,0.0,0.0,0.0,1,0,0,0.0,0
Twitter,Friday,17,EventPromotion,Text,0,2,True,DonateNow,CampaignLaunch,Emotional,119,False,None,False,0.0,15.76714765213396,14.265820308881858,208,63,67,19,38,0.0,0.2091,73,1,1522.41,1222,0.0,0.0,0.0,0.0,1,0,0,0.0,0
TikTok,Friday,19,ImpactStory,Reel,5,1,False,None,CampaignLaunch,Informative,143,False,None,False,0.0,26.34988727714732,22.360245276965586,558,171,77,73,130,10887.0,0.0881,160,13,17031.87,916,0.0,0.0,0.0,0.0,1,0,0,0.0,0
Instagram,Sunday,13,Campaign,Reel,2,0,True,SignUp,Education,Hopeful,125,False,None,False,0.0,26.96746178304287,23.10688686244999,760,431,202,139,362,15971.0,0.1563,434,27,70748.97,1833,0.0,0.0,0.0,0.0,1,1,0,0.0,0
LinkedIn,Tuesday,4,EventPromotion,Text,1,1,True,LearnMore,SafehouseLife,Informative,127,False,None,True,0.0,13.764166789605353,12.473859338145925,16,3,1,1,32,0.0,0.0242,7,0,0.0,463,0.0,0.0,0.0,0.0,1,0,0,0.0,0
YouTube,Tuesday,15,EventPromotion,Reel,3,0,True,LearnMore,DonorImpact,Emotional,115,False,None,True,0.0,26.96746178304287,23.55659478380917,4607,580,773,429,784,17364.0,0.2432,1480,17,42139.48,620,1319664.0,76.0,331.0,0.0,1,0,0,0.0,0
TikTok,Wednesday,21,Campaign,Reel,2,1,True,SignUp,Reintegration,Grateful,122,False,None,False,0.0,26.557204164506118,23.271396946386893,1030,146,273,130,477,16465.0,0.1435,473,17,52030.19,930,0.0,0.0,0.0,0.0,1,0,0,0.0,0
Instagram,Thursday,1,EducationalContent,Photo,1,0,True,DonateNow,SafehouseLife,Urgent,160,False,None,False,0.0,16.403864980780344,14.10176059502971,36,11,6,3,46,0.0,0.0323,10,0,0.0,1782,0.0,0.0,0.0,0.0,1,0,0,0.0,0
Twitter,Saturday,8,Campaign,Photo,0,0,True,SignUp,CampaignLaunch,Informative,124,False,None,False,0.0,21.534138416108064,18.32398616714953,241,73,35,28,118,0.0,0.0968,51,1,2841.43,1228,0.0,0.0,0.0,0.0,1,1,0,0.0,0
Twitter,Monday,3,EventPromotion,Video,3,0,False,None,Health,Informative,119,False,None,False,0.0,15.250980496816016,13.427332790722108,13,2,2,1,11,1778.0,0.0181,2,0,0.0,1228,0.0,0.0,0.0,0.0,1,0,0,0.0,0
Facebook,Monday,9,EventPromotion,Video,1,0,True,SignUp,DonorImpact,Emotional,138,False,None,True,0.0,24.574993885259985,21.859416066193564,888,146,247,61,401,7086.0,0.1262,240,3,14145.1,2479,0.0,0.0,0.0,0.0,1,0,0,0.0,0
Twitter,Wednesday,9,EventPromotion,Video,0,0,False,None,SafehouseLife,Informative,137,False,None,False,0.0,17.97479125098096,15.32651601676101,77,16,19,8,20,2838.0,0.064,39,0,0.0,1228,0.0,0.0,0.0,0.0,1,0,0,0.0,0
Instagram,Thursday,12,Campaign,Carousel,2,1,True,SignUp,Reintegration,Celebratory,143,False,None,False,0.0,22.112988137147482,18.686227886782977,698,113,147,123,176,0.0,0.2478,301,19,52746.01,1833,0.0,0.0,0.0,0.0,2,0,0,0.0,0
Facebook,Friday,9,EducationalContent,Video,4,0,True,ShareStory,DonorImpact,Emotional,157,False,None,False,0.0,18.62170111014216,16.540779966627003,279,113,78,38,83,3986.0,0.1822,127,1,1337.89,2479,0.0,0.0,0.0,0.0,2,0,0,0.0,0
Instagram,Friday,12,EducationalContent,Reel,2,1,True,ShareStory,Health,Informative,192,False,None,False,0.0,19.179776109456647,16.52655635586223,160,64,38,19,69,2385.0,0.0925,78,0,0.0,1833,0.0,0.0,0.0,0.0,2,0,0,0.0,0
WhatsApp,Friday,17,ThankYou,Text,0,2,False,None,DonorImpact,Hopeful,75,False,None,False,0.0,16.188899913319805,14.05282943868733,47,18,13,7,18,0.0,0.0833,31,0,0.0,1543,0.0,0.0,0.0,20.0,2,0,0,0.0,0
Instagram,Sunday,17,EventPromotion,Video,4,0,False,None,AwarenessRaising,Urgent,139,False,None,False,0.0,13.395915387831385,11.345788588383408,33,3,9,2,8,869.0,0.0761,8,0,0.0,1782,0.0,0.0,0.0,0.0,2,1,0,0.0,0
WhatsApp,Sunday,20,Campaign,Video,0,0,True,LearnMore,Reintegration,Urgent,179,False,None,False,0.0,15.822522546143563,13.892996145991553,155,39,50,15,53,997.0,0.1846,56,14,61669.4,1517,0.0,0.0,0.0,147.0,2,1,0,0.0,0
Instagram,Sunday,20,Campaign,Carousel,4,1,True,SignUp,Education,Grateful,137,False,None,True,0.0,24.80567429539293,21.6457541460015,564,125,111,96,241,0.0,0.1375,427,10,46822.26,1782,0.0,0.0,0.0,0.0,2,1,0,0.0,0
WhatsApp,Monday,19,ImpactStory,Text,0,0,False,None,Education,Hopeful,67,True,None,False,0.0,17.226793266240204,15.349483941085435,162,48,74,15,17,0.0,0.1138,48,29,139293.82,1517,0.0,0.0,0.0,178.0,2,0,0,0.0,0
Twitter,Tuesday,9,FundraisingAppeal,Photo,3,0,True,ShareStory,AwarenessRaising,Grateful,154,False,None,False,0.0,20.756271201697224,18.156090741105864,267,52,66,25,171,0.0,0.1135,127,13,51164.04,1228,0.0,0.0,0.0,0.0,2,0,0,0.0,0
TikTok,Wednesday,12,ImpactStory,Reel,5,1,True,SignUp,Reintegration,Emotional,173,False,None,False,0.0,21.41509737423436,19.42114415431586,323,116,119,37,231,5197.0,0.0929,136,12,21795.77,916,0.0,0.0,0.0,0.0,2,0,0,0.0,0
Twitter,Friday,16,ImpactStory,Reel,0,0,True,DonateNow,SafehouseLife,Grateful,153,True,None,False,0.0,18.87086311454385,16.053326654584943,118,59,109,18,91,2825.0,0.1163,98,9,7116.87,1228,0.0,0.0,0.0,0.0,2,0,0,0.0,0
Twitter,Friday,23,Campaign,Photo,3,2,True,DonateNow,Gratitude,Grateful,124,False,None,False,0.0,14.97567549854443,12.950757857228979,28,17,5,3,32,0.0,0.0603,8,0,0.0,1228,0.0,0.0,0.0,0.0,2,0,0,0.0,0
Instagram,Saturday,21,EventPromotion,Video,3,0,True,ShareStory,SafehouseLife,Informative,135,False,None,True,0.0,26.96746178304287,23.55659478380917,2366,682,372,189,951,22292.0,0.124,933,4,19601.63,1833,0.0,0.0,0.0,0.0,2,1,0,0.0,0
Instagram,Sunday,7,FundraisingAppeal,Carousel,1,0,True,DonateNow,CampaignLaunch,Celebratory,139,False,None,False,0.0,16.313812750337554,13.710237098448538,126,22,12,12,49,0.0,0.0949,37,1,1146.06,1796,0.0,0.0,0.0,0.0,2,1,0,0.0,0
Instagram,Sunday,20,Campaign,Reel,4,2,True,SignUp,CampaignLaunch,Grateful,174,False,None,False,0.0,15.386711739121914,13.19600645508796,107,17,20,10,41,1104.0,0.1275,22,1,4160.83,1833,0.0,0.0,0.0,0.0,2,1,0,0.0,0
Instagram,Tuesday,19,EducationalContent,Carousel,2,0,False,None,Health,Emotional,132,False,None,False,0.0,24.467783945138752,20.837408419220026,641,163,228,99,89,0.0,0.14,160,4,19653.7,1796,0.0,0.0,0.0,0.0,2,0,1,0.0,1
Instagram,Wednesday,18,ImpactStory,Carousel,0,0,False,None,Health,Celebratory,133,True,None,False,0.0,20.01484310166143,17.22514383654728,405,103,149,47,45,0.0,0.1318,108,13,50542.09,1782,0.0,0.0,0.0,0.0,2,0,0,0.0,0
Twitter,Thursday,13,ImpactStory,Photo,2,0,False,None,Gratitude,Informative,109,True,None,False,0.0,16.96964758758866,15.226406012858734,53,9,19,5,23,0.0,0.0449,17,3,6944.4,1222,0.0,0.0,0.0,0.0,2,0,0,0.0,0
TikTok,Saturday,21,FundraisingAppeal,Reel,3,1,True,SignUp,CampaignLaunch,Celebratory,141,False,None,False,0.0,26.11011571130334,23.42150820295952,2091,384,437,193,539,19162.0,0.25,457,61,209218.45,916,0.0,0.0,0.0,0.0,2,1,0,0.0,0
Facebook,Tuesday,16,ThankYou,Video,4,1,False,None,Gratitude,Grateful,128,False,None,False,0.0,15.485359792437995,13.315134969574796,21,14,7,2,14,1095.0,0.0461,11,0,0.0,2479,0.0,0.0,0.0,0.0,2,0,0,0.0,0
YouTube,Tuesday,17,ImpactStory,Video,2,2,False,None,Health,Emotional,215,True,None,False,0.0,26.96746178304287,23.55659478380917,1125,187,609,99,160,9239.0,0.1284,584,102,373136.92,620,923900.0,100.0,344.0,0.0,2,0,0,0.0,0
WhatsApp,Wednesday,10,FundraisingAppeal,Photo,0,0,True,LearnMore,CampaignLaunch,Emotional,142,False,None,False,0.0,15.881998142656585,14.13206038193085,221,60,55,15,47,0.0,0.2004,91,49,129936.53,1543,0.0,0.0,0.0,155.0,2,0,0,0.0,0
WhatsApp,Friday,10,ImpactStory,Photo,0,0,False,None,Gratitude,Urgent,121,True,None,False,0.0,19.883723402171963,17.747594137699714,312,103,160,29,36,0.0,0.1336,60,77,141758.05,1543,0.0,0.0,0.0,339.0,2,0,0,0.0,0
Instagram,Sunday,20,ImpactStory,Photo,2,2,False,None,Health,Urgent,88,True,None,True,0.0,26.96746178304287,23.55659478380917,859,453,479,141,147,0.0,0.1173,496,66,236721.17,1833,0.0,0.0,0.0,0.0,2,1,0,0.0,0
Instagram,Thursday,12,ImpactStory,Video,1,0,False,None,SafehouseLife,Informative,128,True,None,False,0.0,26.96746178304287,23.55659478380917,518,214,282,78,148,19661.0,0.0703,240,57,147191.88,1782,0.0,0.0,0.0,0.0,2,0,0,0.0,0
TikTok,Thursday,17,ImpactStory,Reel,5,0,True,DonateNow,AwarenessRaising,Informative,145,True,None,False,0.0,23.945304669749934,20.55798423981625,209,79,120,34,326,11235.0,0.0583,80,28,89607.61,916,0.0,0.0,0.0,0.0,2,0,0,0.0,0
Facebook,Friday,19,EducationalContent,Video,1,0,False,None,DonorImpact,Emotional,114,False,None,False,0.0,24.32863355901856,21.081352883924982,477,144,176,62,89,8632.0,0.1335,143,4,19103.03,2479,0.0,0.0,0.0,0.0,3,0,0,0.0,0
Instagram,Wednesday,14,EducationalContent,Video,1,0,True,SignUp,Education,Celebratory,112,False,None,False,0.0,14.92960539990663,13.362558709329068,159,28,24,11,44,1309.0,0.141,33,0,0.0,1782,0.0,0.0,0.0,0.0,3,0,0,0.0,0
Facebook,Wednesday,19,EducationalContent,Photo,1,3,True,SignUp,Gratitude,Informative,162,False,None,False,0.0,19.922276966599412,17.88742452765884,152,29,39,23,159,0.0,0.0875,77,0,0.0,2423,0.0,0.0,0.0,0.0,3,0,0,0.0,0
Facebook,Thursday,20,ImpactStory,Photo,1,0,True,DonateNow,Health,Hopeful,122,True,None,False,0.0,20.360786136696394,17.357586078733014,326,53,163,36,152,0.0,0.1737,160,16,12175.39,2489,0.0,0.0,0.0,0.0,3,0,0,0.0,0
Twitter,Friday,9,Campaign,Video,2,1,True,LearnMore,SafehouseLife,Hopeful,126,False,None,False,0.0,16.831147450013216,15.004446010205807,197,46,23,20,83,2520.0,0.1487,68,1,2045.63,1228,0.0,0.0,0.0,0.0,3,0,0,0.0,0
Twitter,Friday,18,ImpactStory,Photo,0,0,False,None,Education,Celebratory,110,True,None,True,0.0,21.24038313856186,18.049784325865815,443,83,165,55,48,0.0,0.1939,257,38,56396.66,1041,0.0,0.0,0.0,0.0,3,0,0,0.0,0
Instagram,Sunday,9,ThankYou,Reel,1,1,False,None,DonorImpact,Celebratory,99,False,None,False,0.0,23.475474049971425,20.590808124408507,373,104,93,40,72,10263.0,0.0927,109,1,3423.57,1782,0.0,0.0,0.0,0.0,3,1,0,0.0,0
Facebook,Tuesday,16,FundraisingAppeal,Video,1,0,True,LearnMore,SafehouseLife,Emotional,157,False,None,True,0.0,18.30798131853157,15.856456698745662,192,36,38,14,72,2706.0,0.116,36,4,2194.67,2479,0.0,0.0,0.0,0.0,3,0,0,0.0,0
Twitter,Wednesday,17,EducationalContent,Photo,1,0,False,None,DonorImpact,Informative,113,False,None,False,0.0,19.60978446619358,17.486596274371706,194,44,34,22,40,0.0,0.0869,73,0,0.0,1228,0.0,0.0,0.0,0.0,3,0,0,0.0,0
Facebook,Friday,8,EducationalContent,Photo,1,2,True,LearnMore,Education,Emotional,149,False,None,False,0.0,17.791926338769983,15.224051310928127,126,45,33,9,61,0.0,0.0911,52,0,0.0,2479,0.0,0.0,0.0,0.0,3,0,0,0.0,0
Facebook,Friday,8,Campaign,Photo,1,0,True,LearnMore,Reintegration,Emotional,180,False,None,False,0.0,13.669259066729449,12.206989953069863,42,27,16,5,29,0.0,0.1215,27,0,0.0,2423,0.0,0.0,0.0,0.0,3,0,0,0.0,0
Instagram,Friday,17,Campaign,Video,0,0,True,LearnMore,Health,Informative,149,False,None,False,0.0,18.747700449941863,15.827641848857887,83,32,18,9,78,2293.0,0.0541,17,1,4909.76,1816,0.0,0.0,0.0,0.0,3,0,0,0.0,0
Instagram,Sunday,15,ImpactStory,Photo,3,0,False,None,CampaignLaunch,Emotional,115,True,None,True,0.0,26.96746178304287,23.55659478380917,806,262,464,101,277,0.0,0.0765,501,51,122522.92,1796,0.0,0.0,0.0,0.0,3,1,0,0.0,0
Facebook,Sunday,19,EventPromotion,Video,2,0,True,LearnMore,DonorImpact,Grateful,137,False,None,False,0.0,23.44712626034024,20.348406228993028,491,85,120,56,264,7160.0,0.1424,210,2,5437.22,2423,0.0,0.0,0.0,0.0,3,1,0,0.0,0
Twitter,Sunday,19,EventPromotion,Photo,1,1,False,None,AwarenessRaising,Emotional,134,False,None,False,0.0,14.865496947278745,13.169477283051195,99,39,32,9,13,0.0,0.1334,42,0,0.0,1228,0.0,0.0,0.0,0.0,3,1,0,0.0,0
Facebook,Tuesday,10,FundraisingAppeal,Carousel,4,0,True,DonateNow,DonorImpact,Grateful,199,False,None,False,0.0,20.134584490280265,17.3470594338481,254,42,60,46,93,0.0,0.1232,114,8,32286.86,2479,0.0,0.0,0.0,0.0,3,0,0,0.0,0
Twitter,Thursday,8,FundraisingAppeal,Text,2,2,True,DonateNow,AwarenessRaising,Hopeful,155,False,None,False,0.0,14.36015595734073,12.279014225381877,108,21,20,10,28,0.0,0.183,32,2,3137.82,1228,0.0,0.0,0.0,0.0,3,0,0,0.0,0
TikTok,Saturday,19,ThankYou,Carousel,0,0,False,None,Education,Hopeful,83,False,None,False,0.0,15.614605975901496,13.278278541552742,66,43,15,17,16,0.0,0.1391,48,0,0.0,469,0.0,0.0,0.0,0.0,3,1,0,0.0,0
Facebook,Saturday,19,EducationalContent,Photo,2,1,True,ShareStory,Education,Informative,163,False,None,False,0.0,24.177704410429396,20.79256687459287,625,96,124,74,293,0.0,0.1161,251,1,3267.15,2479,0.0,0.0,0.0,0.0,3,1,0,0.0,0
