donation_id,supporter_id,donation_type,donation_date,is_recurring,campaign_name,channel_source,currency_code,amount,estimated_value,impact_unit,notes,referral_post_id
585,92,Monetary,2023-01-22,False,,Event,PHP,338.91,338.91,pesos,Community outreach support,
586,90,Monetary,2025-07-29,False,,SocialMedia,PHP,3208.9,3208.9,pesos,Recurring gift,1400
587,91,Monetary,2025-08-10,True,,PartnerReferral,PHP,425.04,425.04,pesos,Recurring gift,
588,68,Skills,2024-12-17,True,Year-End Hope,Event,,,17.89,hours,Event donation,
589,86,Monetary,2026-02-24,True,,Event,PHP,357.02,357.02,pesos,Campaign support,
590,81,Time,2025-12-30,False,Year-End Hope,Event,,,13.68,hours,Community outreach support,
591,67,Monetary,2023-05-30,True,Summer of Safety,Campaign,PHP,469.97,469.97,pesos,Event donation,
592,66,InKind,2024-12-20,False,Year-End Hope,Campaign,,,801.17,items,In support of safehouse operations,
593,95,Monetary,2023-10-31,False,,Direct,PHP,1569.56,1569.56,pesos,Campaign support,
594,104,Monetary,2025-11-22,True,Year-End Hope,Event,PHP,1564.35,1564.35,pesos,Monthly contribution,
595,119,Skills,2025-03-05,False,,Event,,,12.57,hours,In support of safehouse operations,
596,107,Time,2025-04-04,False,Summer of Safety,PartnerReferral,,,9.18,hours,Community outreach support,
597,105,Monetary,2023-11-26,True,GivingTuesday,Event,PHP,1732.45,1732.45,pesos,Event donation,
598,71,Monetary,2025-12-16,False,,SocialMedia,PHP,2261.72,2261.72,pesos,Monthly contribution,1040
599,91,Monetary,2023-04-24,True,Summer of Safety,Campaign,PHP,1021.77,1021.77,pesos,Recurring gift,
600,80,Monetary,2024-08-17,True,,Event,PHP,1177.6,1177.6,pesos,Monthly contribution,
601,104,InKind,2023-12-03,True,Year-End Hope,Event,,,403.77,items,Campaign support,
602,75,Monetary,2024-06-16,False,Back to School,Campaign,PHP,250.0,250.0,pesos,Community outreach support,
603,115,Monetary,2024-03-13,False,,Campaign,PHP,638.62,638.62,pesos,Campaign support,
604,72,Monetary,2025-08-15,False,,Direct,PHP,617.11,617.11,pesos,Recurring gift,
605,115,Monetary,2024-12-01,False,Year-End Hope,PartnerReferral,PHP,6481.54,6481.54,pesos,Monthly contribution,
606,67,SocialMedia,2025-04-20,True,Summer of Safety,SocialMedia,,,7.08,campaigns,Event donation,1468
607,91,InKind,2025-10-19,True,,Campaign,,,307.52,items,Monthly contribution,
608,84,Monetary,2025-01-01,True,,PartnerReferral,PHP,1061.85,1061.85,pesos,Monthly contribution,
609,103,Monetary,2025-10-23,False,,Campaign,PHP,1223.21,1223.21,pesos,In support of safehouse operations,
610,66,Monetary,2023-07-19,False,,Direct,PHP,1038.86,1038.86,pesos,Recurring gift,
611,98,InKind,2023-03-10,True,,Direct,,,453.66,items,Monthly contribution,
612,85,Monetary,2023-10-14,True,,PartnerReferral,PHP,525.32,525.32,pesos,Monthly contribution,
613,114,Time,2024-05-31,True,,Event,,,4.52,hours,Monthly contribution,
614,91,InKind,2025-02-28,True,,SocialMedia,,,529.53,items,Event donation,826
615,85,InKind,2026-02-14,True,,Event,,,412.91,items,Campaign support,
616,86,Monetary,2024-10-06,True,,Campaign,PHP,735.7,735.7,pesos,Recurring gift,
617,83,SocialMedia,2023-12-15,False,Year-End Hope,SocialMedia,,,4.75,campaigns,In support of safehouse operations,1171
618,77,Monetary,2025-01-21,False,,Direct,PHP,813.27,813.27,pesos,Event donation,
619,81,Time,2023-08-26,False,,Campaign,,,26.27,hours,Monthly contribution,
620,70,Skills,2023-08-22,False,,Event,,,20.62,hours,Recurring gift,
621,96,Monetary,2023-01-15,False,,Campaign,PHP,691.35,691.35,pesos,Community outreach support,
622,104,Monetary,2025-12-17,True,Year-End Hope,Direct,PHP,1155.47,1155.47,pesos,In support of safehouse operations,
623,95,Monetary,2025-02-11,False,,Direct,PHP,250.0,250.0,pesos,Campaign support,
624,72,InKind,2025-10-13,False,,Campaign,,,735.61,items,In support of safehouse operations,
625,79,Monetary,2024-01-07,False,,Direct,PHP,1337.07,1337.07,pesos,Community outreach support,
626,65,Monetary,2024-12-28,False,Year-End Hope,PartnerReferral,PHP,812.03,812.03,pesos,In support of safehouse operations,
627,80,Skills,2023-05-04,True,Summer of Safety,Campaign,,,17.39,hours,Event donation,
628,104,Monetary,2023-11-23,True,GivingTuesday,PartnerReferral,PHP,1160.53,1160.53,pesos,Event donation,
629,100,Skills,2025-07-22,False,Back to School,Direct,,,12.44,hours,Recurring gift,
630,119,InKind,2024-01-26,False,,Campaign,,,359.85,items,Campaign support,
631,79,Skills,2023-04-23,False,Summer of Safety,PartnerReferral,,,4.15,hours,Community outreach support,
632,73,Monetary,2023-11-03,False,GivingTuesday,Campaign,PHP,1395.79,1395.79,pesos,Recurring gift,
633,82,InKind,2025-01-08,False,,Campaign,,,413.32,items,Monthly contribution,
634,114,Skills,2025-01-04,True,,Campaign,,,5.98,hours,Campaign support,
635,103,InKind,2023-08-20,False,,Event,,,667.96,items,Campaign support,
636,93,Monetary,2025-04-01,False,,Direct,PHP,633.01,633.01,pesos,Recurring gift,
637,80,Monetary,2024-11-11,True,Year-End Hope,Event,PHP,1179.47,1179.47,pesos,In support of safehouse operations,
638,61,Monetary,2024-12-11,True,Year-End Hope,Event,PHP,376.97,376.97,pesos,Community outreach support,
639,66,Monetary,2025-02-15,False,,Event,PHP,409.44,409.44,pesos,Community outreach support,
640,72,Monetary,2025-08-24,False,,SocialMedia,PHP,836.04,836.04,pesos,Recurring gift,952
641,116,InKind,2023-03-29,False,,Event,,,300.0,items,In support of safehouse operations,
642,107,InKind,2024-06-30,False,Back to School,SocialMedia,,,482.86,items,Campaign support,951
643,80,InKind,2023-08-11,True,,Direct,,,800.07,items,Recurring gift,
644,116,Monetary,2025-11-12,False,Year-End Hope,Direct,PHP,593.89,593.89,pesos,Recurring gift,
645,102,Monetary,2024-10-24,False,,Campaign,PHP,650.1,650.1,pesos,Monthly contribution,
646,79,InKind,2025-03-10,False,,Campaign,,,302.29,items,Monthly contribution,
647,63,Monetary,2024-11-18,True,,PartnerReferral,PHP,1053.82,1053.82,pesos,Community outreach support,
648,114,Monetary,2023-04-17,True,Summer of Safety,Event,PHP,721.33,721.33,pesos,Campaign support,
649,71,Monetary,2025-08-21,False,,PartnerReferral,PHP,1170.78,1170.78,pesos,Community outreach support,
650,78,Monetary,2026-01-20,False,,Campaign,PHP,2148.74,2148.74,pesos,Event donation,
651,70,Monetary,2024-12-28,False,,Event,PHP,2103.84,2103.84,pesos,In support of safehouse operations,
652,80,Monetary,2025-05-11,True,Summer of Safety,SocialMedia,PHP,1959.16,1959.16,pesos,Recurring gift,1033
653,91,Time,2024-08-28,True,,Direct,,,5.8,hours,Recurring gift,
654,85,Monetary,2023-10-07,True,,Direct,PHP,2104.72,2104.72,pesos,Recurring gift,
655,114,Monetary,2023-08-01,True,,Campaign,PHP,1547.99,1547.99,pesos,Event donation,
656,116,InKind,2026-01-05,False,,Direct,,,388.04,items,Campaign support,
657,64,Monetary,2025-11-24,True,Year-End Hope,Event,PHP,2667.25,2667.25,pesos,Community outreach support,
658,107,Monetary,2025-08-19,False,,Campaign,PHP,4213.58,4213.58,pesos,In support of safehouse operations,
659,64,Monetary,2025-11-23,True,Year-End Hope,Direct,PHP,250.0,250.0,pesos,Monthly contribution,
660,95,Monetary,2024-11-11,False,Year-End Hope,Event,PHP,1650.13,1650.13,pesos,Event donation,
661,95,InKind,2025-12-21,False,,Campaign,,,300.0,items,Campaign support,
662,114,Monetary,2024-09-10,True,,Direct,PHP,419.25,419.25,pesos,Recurring gift,
663,68,Monetary,2025-09-10,True,,SocialMedia,PHP,489.55,489.55,pesos,Community outreach support,1320
664,114,InKind,2023-08-05,True,,SocialMedia,,,935.56,items,Campaign support,1394
665,100,Monetary,2025-02-06,False,,Event,PHP,1633.61,1633.61,pesos,Event donation,
666,87,Monetary,2024-08-03,False,,Campaign,PHP,2447.64,2447.64,pesos,Monthly contribution,
667,77,InKind,2023-05-23,False,Summer of Safety,Direct,,,567.97,items,Event donation,
668,63,InKind,2025-05-26,True,Summer of Safety,Event,,,756.8,items,Event donation,
669,69,InKind,2025-07-18,False,,Campaign,,,808.8,items,Event donation,
670,61,Monetary,2026-02-19,True,,Campaign,PHP,689.85,689.85,pesos,Community outreach support,
671,95,Monetary,2023-12-20,False,,Event,PHP,2028.9,2028.9,pesos,Recurring gift,
672,87,SocialMedia,2025-08-11,False,,SocialMedia,,,7.39,campaigns,In support of safehouse operations,1306
673,81,Time,2023-06-13,False,,Event,,,29.54,hours,Community outreach support,
674,86,Monetary,2023-12-06,True,Year-End Hope,Campaign,PHP,838.21,838.21,pesos,Event donation,
675,91,Monetary,2024-09-03,True,,SocialMedia,PHP,1295.61,1295.61,pesos,In support of safehouse operations,1399
676,90,Monetary,2024-11-13,False,Year-End Hope,Campaign,PHP,1504.94,1504.94,pesos,Campaign support,
677,63,InKind,2025-03-31,True,,Campaign,,,671.26,items,Campaign support,
678,95,Monetary,2025-08-28,False,,Direct,PHP,626.97,626.97,pesos,Community outreach support,
679,64,InKind,2024-09-10,True,,Campaign,,,380.15,items,In support of safehouse operations,
680,64,Monetary,2024-04-11,True,Summer of Safety,Campaign,PHP,1017.09,1017.09,pesos,Campaign support,
681,87,Skills,2023-01-16,False,,Campaign,,,5.45,hours,In support of safehouse operations,
682,72,Monetary,2023-04-26,False,,Direct,PHP,683.54,683.54,pesos,Event donation,
683,117,InKind,2025-12-06,False,Year-End Hope,Campaign,,,537.37,items,Recurring gift,
684,94,InKind,2024-02-28,True,,PartnerReferral,,,300.0,items,Community outreach support,
685,92,InKind,2025-08-10,False,,Event,,,344.86,items,Monthly contribution,
686,120,Monetary,2023-07-27,True,Back to School,PartnerReferral,PHP,374.1,374.1,pesos,Event donation,
687,80,Monetary,2023-02-22,True,,Campaign,PHP,694.07,694.07,pesos,Campaign support,
688,89,InKind,2023-11-06,False,Year-End Hope,Event,,,300.0,items,Event donation,
689,93,Monetary,2024-11-15,False,Year-End Hope,SocialMedia,PHP,314.15,314.15,pesos,Monthly contribution,1464
690,91,InKind,2023-04-14,True,,Event,,,603.87,items,Community outreach support,
691,72,Monetary,2023-07-16,False,Back to School,Campaign,PHP,1374.79,1374.79,pesos,Community outreach support,
692,96,Monetary,2024-06-15,False,Back to School,Direct,PHP,427.1,427.1,pesos,Recurring gift,
693,114,InKind,2024-05-30,True,Summer of Safety,Campaign,,,547.24,items,Campaign support,
694,89,Monetary,2023-09-03,False,,Event,PHP,1000.5,1000.5,pesos,In support of safehouse operations,
695,85,InKind,2025-03-13,True,,Campaign,,,463.82,items,Recurring gift,
696,69,Monetary,2026-02-03,False,,Direct,PHP,707.04,707.04,pesos,Recurring gift,
697,111,Monetary,2023-10-03,False,,Campaign,PHP,343.6,343.6,pesos,Campaign support,
698,85,Monetary,2024-04-24,True,,Direct,PHP,655.63,655.63,pesos,Event donation,
699,66,Monetary,2024-12-05,False,Year-End Hope,Campaign,PHP,415.11,415.11,pesos,Recurring gift,
700,108,Monetary,2025-11-20,True,Year-End Hope,Direct,PHP,583.05,583.05,pesos,Campaign support,
701,102,Time,2025-11-03,False,GivingTuesday,Direct,,,2.62,hours,Event donation,
702,114,Time,2024-04-28,True,,Direct,,,7.53,hours,Campaign support,
703,114,Monetary,2023-07-02,True,Back to School,SocialMedia,PHP,330.63,330.63,pesos,Campaign support,825
704,91,Skills,2026-02-11,True,,Direct,,,19.4,hours,Monthly contribution,
705,89,InKind,2025-07-17,False,Back to School,SocialMedia,,,564.36,items,Monthly contribution,1260
706,69,Monetary,2023-12-29,False,Year-End Hope,Direct,PHP,2496.61,2496.61,pesos,In support of safehouse operations,
707,72,InKind,2024-02-15,False,,SocialMedia,,,736.22,items,Campaign support,1195
708,91,Monetary,2025-08-31,True,,Event,PHP,574.32,574.32,pesos,Community outreach support,
709,94,Skills,2024-04-16,True,Summer of Safety,Campaign,,,8.27,hours,Monthly contribution,
710,69,SocialMedia,2023-03-18,False,,SocialMedia,,,11.61,campaigns,Community outreach support,971
711,80,Monetary,2025-04-08,True,Summer of Safety,PartnerReferral,PHP,386.0,386.0,pesos,Community outreach support,
712,95,InKind,2023-06-12,False,Back to School,Direct,,,315.92,items,Event donation,
713,62,InKind,2025-05-08,False,,SocialMedia,,,372.94,items,Recurring gift,1033
714,111,Time,2025-12-14,False,Year-End Hope,Campaign,,,20.96,hours,Event donation,
715,61,Monetary,2023-07-01,True,,Event,PHP,663.94,663.94,pesos,Community outreach support,
716,93,Monetary,2024-07-10,False,Back to School,SocialMedia,PHP,573.6,573.6,pesos,In support of safehouse operations,1373
717,111,Monetary,2026-02-02,False,,SocialMedia,PHP,320.08,320.08,pesos,Campaign support,1340
718,109,InKind,2026-01-22,False,,Direct,,,659.78,items,Campaign support,
719,119,InKind,2025-10-02,False,,PartnerReferral,,,300.0,items,In support of safehouse operations,
720,113,Monetary,2023-12-17,False,Year-End Hope,Event,PHP,2263.85,2263.85,pesos,Recurring gift,
721,61,Time,2025-12-30,True,Year-End Hope,Event,,,2.2,hours,Community outreach support,
722,66,Monetary,2025-11-23,False,Year-End Hope,SocialMedia,PHP,1151.33,1151.33,pesos,In support of safehouse operations,1012
723,68,Monetary,2024-07-14,True,Back to School,Event,PHP,1752.44,1752.44,pesos,Campaign support,
724,107,InKind,2025-10-03,False,,Event,,,300.0,items,Recurring gift,
725,84,Skills,2025-03-12,True,,Direct,,,20.46,hours,Recurring gift,
726,76,InKind,2023-09-18,False,,PartnerReferral,,,350.19,items,Monthly contribution,
727,108,Monetary,2024-06-30,True,Back to School,Direct,PHP,454.01,454.01,pesos,Community outreach support,
728,73,InKind,2026-01-01,False,,Direct,,,300.0,items,Monthly contribution,
729,104,InKind,2023-11-19,True,Year-End Hope,Direct,,,300.0,items,Event donation,
730,105,SocialMedia,2023-07-06,True,,SocialMedia,,,5.72,campaigns,Campaign support,1292
731,91,Monetary,2025-09-23,True,,Campaign,PHP,329.09,329.09,pesos,Monthly contribution,
732,67,InKind,2024-11-29,True,,Campaign,,,300.0,items,Monthly contribution,
733,80,InKind,2023-12-16,True,Year-End Hope,Direct,,,308.93,items,Campaign support,
734,91,Monetary,2025-12-03,True,Year-End Hope,PartnerReferral,PHP,512.03,512.03,pesos,In support of safehouse operations,
735,82,InKind,2025-10-18,False,,Campaign,,,1082.01,items,Community outreach support,
736,86,Time,2024-07-22,True,Back to School,SocialMedia,,,22.26,hours,Campaign support,986
737,99,Time,2024-10-13,False,,SocialMedia,,,25.93,hours,Community outreach support,1023
738,84,Monetary,2025-06-16,True,,PartnerReferral,PHP,310.5,310.5,pesos,Recurring gift,
739,87,Monetary,2026-02-18,False,,Campaign,PHP,393.31,393.31,pesos,Campaign support,
740,114,InKind,2023-04-03,True,Summer of Safety,Event,,,506.71,items,Campaign support,
741,93,Monetary,2024-10-25,False,,Direct,PHP,690.98,690.98,pesos,Community outreach support,
742,78,InKind,2025-07-17,False,Back to School,Campaign,,,516.29,items,Event donation,
743,120,Monetary,2024-04-08,True,Summer of Safety,Event,PHP,416.0,416.0,pesos,Monthly contribution,
744,64,Monetary,2023-11-07,True,GivingTuesday,SocialMedia,PHP,825.99,825.99,pesos,Monthly contribution,1233
745,102,Time,2025-11-08,False,Year-End Hope,Direct,,,28.61,hours,Campaign support,
746,91,Monetary,2023-03-01,True,,Event,PHP,836.51,836.51,pesos,Community outreach support,
747,99,InKind,2023-07-13,False,Back to School,Direct,,,811.72,items,Campaign support,
748,85,Monetary,2024-01-27,True,,PartnerReferral,PHP,776.19,776.19,pesos,Monthly contribution,
749,86,Monetary,2024-06-22,True,,Campaign,PHP,770.34,770.34,pesos,Campaign support,
750,107,Monetary,2024-03-17,False,,Campaign,PHP,716.84,716.84,pesos,In support of safehouse operations,
751,91,InKind,2023-10-03,True,,Event,,,531.11,items,Event donation,
752,77,Time,2025-03-15,False,,Direct,,,12.85,hours,Recurring gift,
753,114,Monetary,2023-05-29,True,Summer of Safety,PartnerReferral,PHP,789.3,789.3,pesos,Campaign support,
754,120,Monetary,2023-04-12,True,,Event,PHP,905.01,905.01,pesos,In support of safehouse operations,
755,91,Monetary,2023-03-20,True,,SocialMedia,PHP,571.69,571.69,pesos,Campaign support,1323
756,66,Monetary,2023-05-05,False,Summer of Safety,SocialMedia,PHP,395.88,395.88,pesos,Recurring gift,1342
757,98,InKind,2024-09-17,True,,Direct,,,471.54,items,Recurring gift,
758,70,Monetary,2025-02-07,False,,PartnerReferral,PHP,250.0,250.0,pesos,Campaign support,
759,74,Time,2023-12-25,False,Year-End Hope,PartnerReferral,,,27.12,hours,Event donation,
760,101,Time,2025-01-23,False,,PartnerReferral,,,9.31,hours,Event donation,
761,68,Monetary,2023-03-22,True,,SocialMedia,PHP,1420.95,1420.95,pesos,In support of safehouse operations,1243
762,63,InKind,2024-10-08,True,,Campaign,,,993.12,items,Monthly contribution,
763,78,Monetary,2023-05-08,False,Summer of Safety,SocialMedia,PHP,413.2,413.2,pesos,Monthly contribution,1056
764,64,Monetary,2025-08-12,True,,Direct,PHP,741.25,741.25,pesos,Monthly contribution,
765,67,Monetary,2025-11-24,True,GivingTuesday,Direct,PHP,1940.26,1940.26,pesos,Recurring gift,
766,69,Monetary,2024-09-27,False,,PartnerReferral,PHP,1604.35,1604.35,pesos,Recurring gift,
767,106,Time,2025-07-05,False,,SocialMedia,,,13.89,hours,Monthly contribution,1035
768,109,InKind,2025-07-14,False,,Campaign,,,988.59,items,Community outreach support,
769,108,InKind,2024-12-02,True,Year-End Hope,Campaign,,,452.59,items,Monthly contribution,
770,87,Monetary,2023-12-22,False,Year-End Hope,SocialMedia,PHP,1215.82,1215.82,pesos,Campaign support,873
771,98,Monetary,2024-11-14,True,Year-End Hope,Campaign,PHP,1011.86,1011.86,pesos,Recurring gift,
772,105,Monetary,2023-04-09,True,Summer of Safety,PartnerReferral,PHP,392.09,392.09,pesos,Community outreach support,
773,61,Monetary,2023-12-20,True,,Direct,PHP,2628.14,2628.14,pesos,Community outreach support,
774,78,SocialMedia,2025-04-20,False,Summer of Safety,PartnerReferral,,,11.56,campaigns,Event donation,
775,86,Skills,2025-11-20,True,GivingTuesday,SocialMedia,,,10.67,hours,In support of safehouse operations,1012
776,98,InKind,2023-01-10,True,,Campaign,,,612.89,items,Community outreach support,
777,63,Monetary,2025-06-25,True,Back to School,PartnerReferral,PHP,2133.99,2133.99,pesos,Recurring gift,
778,112,Monetary,2023-06-02,True,Back to School,Campaign,PHP,803.96,803.96,pesos,In support of safehouse operations,
779,80,Monetary,2025-04-26,True,,Event,PHP,1014.67,1014.67,pesos,In support of safehouse operations,
780,67,Skills,2023-01-27,True,,Campaign,,,9.67,hours,Monthly contribution,
781,119,Monetary,2023-03-08,False,,SocialMedia,PHP,695.6,695.6,pesos,Monthly contribution,1294
782,63,Monetary,2024-12-08,True,Year-End Hope,Event,PHP,585.24,585.24,pesos,Recurring gift,
783,112,Monetary,2024-09-17,True,,Campaign,PHP,1812.47,1812.47,pesos,In support of safehouse operations,
784,106,Monetary,2025-09-02,False,,SocialMedia,PHP,762.84,762.84,pesos,In support of safehouse operations,1028
785,112,SocialMedia,2023-05-18,True,,Direct,,,11.16,campaigns,In support of safehouse operations,
786,62,Monetary,2023-08-07,False,,Event,PHP,915.05,915.05,pesos,In support of safehouse operations,
787,101,InKind,2023-06-08,False,Back to School,Campaign,,,300.82,items,Recurring gift,
788,80,Monetary,2023-03-30,True,,Campaign,PHP,536.82,536.82,pesos,Event donation,
789,94,Monetary,2024-02-07,True,,Campaign,PHP,1076.59,1076.59,pesos,Community outreach support,
790,115,Monetary,2025-06-16,False,Back to School,Direct,PHP,2499.74,2499.74,pesos,Recurring gift,
791,68,Monetary,2025-12-22,True,,Direct,PHP,2310.53,2310.53,pesos,Recurring gift,
792,114,Monetary,2024-06-22,True,,Campaign,PHP,250.0,250.0,pesos,Recurring gift,
793,118,SocialMedia,2023-11-02,False,GivingTuesday,Event,,,4.01,campaigns,Community outreach support,
794,62,Monetary,2023-03-08,False,,Direct,PHP,2565.03,2565.03,pesos,Campaign support,
795,103,Monetary,2024-01-02,False,,Campaign,PHP,250.0,250.0,pesos,Monthly contribution,
796,73,Monetary,2025-04-07,False,,Event,PHP,724.07,724.07,pesos,Campaign support,
797,63,Skills,2024-08-28,True,,Event,,,15.53,hours,Monthly contribution,
798,86,Monetary,2024-06-08,True,,SocialMedia,PHP,1136.62,1136.62,pesos,Event donation,1384
799,63,Monetary,2023-02-22,True,,Campaign,PHP,250.0,250.0,pesos,Monthly contribution,
800,65,Monetary,2024-12-13,False,Year-End Hope,Campaign,PHP,1399.62,1399.62,pesos,Community outreach support,
801,68,Monetary,2023-07-14,True,Back to School,Event,PHP,538.65,538.65,pesos,Event donation,
802,102,Monetary,2024-11-25,False,Year-End Hope,Campaign,PHP,748.26,748.26,pesos,Campaign support,
803,110,Monetary,2025-07-08,False,,Campaign,PHP,1510.6,1510.6,pesos,Event donation,
804,89,Monetary,2025-10-08,False,,SocialMedia,PHP,1878.65,1878.65,pesos,Event donation,1395
805,85,InKind,2023-06-02,True,,Direct,,,519.42,items,Community outreach support,
806,82,InKind,2026-02-11,False,,SocialMedia,,,642.58,items,Event donation,905
807,112,Monetary,2024-08-04,True,,PartnerReferral,PHP,541.33,541.33,pesos,Monthly contribution,
808,101,InKind,2023-10-15,False,,Event,,,511.42,items,Recurring gift,
809,80,InKind,2023-11-05,True,GivingTuesday,Campaign,,,300.0,items,Community outreach support,
810,67,Monetary,2025-02-04,True,,Event,PHP,361.97,361.97,pesos,In support of safehouse operations,
811,95,SocialMedia,2025-03-19,False,,SocialMedia,,,2.5,campaigns,Monthly contribution,1186
812,94,Time,2023-10-31,True,,PartnerReferral,,,39.4,hours,Campaign support,
813,70,InKind,2023-12-13,False,Year-End Hope,Event,,,300.0,items,Event donation,
814,92,Monetary,2025-11-18,False,,Campaign,PHP,1162.17,1162.17,pesos,Event donation,
815,82,Monetary,2025-10-27,False,,SocialMedia,PHP,1078.99,1078.99,pesos,Monthly contribution,895
816,93,Time,2023-07-25,False,Back to School,Direct,,,39.15,hours,Community outreach support,
817,87,InKind,2023-10-11,False,,Event,,,583.43,items,Community outreach support,
818,91,Monetary,2024-04-30,True,Summer of Safety,Event,PHP,280.87,280.87,pesos,Monthly contribution,
819,63,Monetary,2024-09-23,True,,Campaign,PHP,972.26,972.26,pesos,Monthly contribution,
820,86,Monetary,2026-01-20,True,,Campaign,PHP,379.25,379.25,pesos,In support of safehouse operations,
821,106,SocialMedia,2024-08-26,False,,PartnerReferral,,,3.63,campaigns,Monthly contribution,
822,95,InKind,2023-12-19,False,Year-End Hope,SocialMedia,,,382.94,items,Monthly contribution,1439
823,91,Monetary,2025-07-04,True,Back to School,Event,PHP,291.03,291.03,pesos,Recurring gift,
824,120,Monetary,2025-05-29,True,Summer of Safety,Campaign,PHP,835.01,835.01,pesos,Recurring gift,
825,84,SocialMedia,2023-08-15,True,,Event,,,7.09,campaigns,Campaign support,
826,81,Time,2024-11-06,False,GivingTuesday,PartnerReferral,,,20.59,hours,Event donation,
827,118,Monetary,2024-01-17,False,,Campaign,PHP,250.0,250.0,pesos,Monthly contribution,
828,117,Monetary,2023-12-05,False,,Campaign,PHP,1194.06,1194.06,pesos,Campaign support,
829,103,Monetary,2025-01-12,False,,SocialMedia,PHP,697.94,697.94,pesos,Monthly contribution,1521
830,114,InKind,2023-08-18,True,,Campaign,,,478.06,items,Campaign support,
831,109,SocialMedia,2023-12-01,False,Year-End Hope,PartnerReferral,,,4.61,campaigns,Campaign support,
832,98,Time,2026-01-12,True,,Event,,,32.89,hours,Monthly contribution,
833,105,Monetary,2025-11-27,True,Year-End Hope,Direct,PHP,469.23,469.23,pesos,In support of safehouse operations,
834,64,InKind,2024-10-14,True,,SocialMedia,,,420.23,items,Community outreach support,1023
835,86,SocialMedia,2026-01-13,True,,Campaign,,,10.8,campaigns,Recurring gift,
836,80,Monetary,2023-02-03,True,,Campaign,PHP,1121.08,1121.08,pesos,Campaign support,
837,79,Monetary,2023-01-13,False,,Direct,PHP,349.66,349.66,pesos,Event donation,
838,114,Monetary,2025-03-08,True,,Campaign,PHP,1924.57,1924.57,pesos,Campaign support,
839,105,InKind,2024-10-29,True,,Campaign,,,677.83,items,Recurring gift,
840,109,InKind,2025-12-09,False,Year-End Hope,Event,,,300.0,items,Monthly contribution,
841,162,Monetary,2025-12-31,False,,Campaign,PHP,717.18,717.18,pesos,In support of safehouse operations,
842,145,Time,2025-12-02,True,Year-End Hope,Event,,,35.15,hours,Community outreach support,
843,139,Monetary,2024-12-02,False,,PartnerReferral,PHP,1074.65,1074.65,pesos,Campaign support,
844,153,Monetary,2023-09-11,False,,PartnerReferral,PHP,1230.56,1230.56,pesos,In support of safehouse operations,
845,144,InKind,2023-11-08,True,GivingTuesday,SocialMedia,,,1177.41,items,In support of safehouse operations,2045
846,145,Monetary,2025-09-18,True,,Direct,PHP,678.86,678.86,pesos,Campaign support,
847,145,Time,2024-12-14,True,Year-End Hope,Event,,,37.53,hours,Campaign support,
848,143,Monetary,2024-11-21,False,GivingTuesday,Direct,PHP,600.64,600.64,pesos,Campaign support,
849,174,InKind,2023-09-25,True,,Campaign,,,911.84,items,Monthly contribution,
850,156,Monetary,2023-04-16,False,Summer of Safety,Event,PHP,1677.73,1677.73,pesos,In support of safehouse operations,
851,133,Time,2023-02-10,False,,Event,,,11.39,hours,In support of safehouse operations,
852,146,Monetary,2024-11-20,True,GivingTuesday,Direct,PHP,1773.19,1773.19,pesos,Event donation,
853,145,InKind,2025-08-30,True,,Direct,,,433.32,items,Campaign support,
854,167,Monetary,2025-10-07,False,,PartnerReferral,PHP,1541.75,1541.75,pesos,In support of safehouse operations,
855,121,InKind,2023-07-02,True,,Event,,,300.0,items,Campaign support,
856,165,Monetary,2024-10-25,True,,Campaign,PHP,4026.84,4026.84,pesos,Monthly contribution,
857,146,SocialMedia,2023-08-11,True,,Event,,,4.3,campaigns,Community outreach support,
858,171,Time,2026-01-06,False,,Direct,,,17.79,hours,Monthly contribution,
859,124,Monetary,2026-03-01,True,,Event,PHP,342.96,342.96,pesos,Community outreach support,
860,165,Monetary,2023-08-31,True,,Campaign,PHP,962.42,962.42,pesos,Event donation,
861,161,Monetary,2024-01-13,False,,Event,PHP,1345.15,1345.15,pesos,Monthly contribution,
862,142,Monetary,2025-11-13,False,,Campaign,PHP,1109.83,1109.83,pesos,Recurring gift,
863,157,Time,2024-02-06,False,,Direct,,,21.44,hours,Campaign support,
864,174,SocialMedia,2023-04-27,True,Summer of Safety,PartnerReferral,,,3.05,campaigns,In support of safehouse operations,
865,129,Monetary,2024-11-04,False,Year-End Hope,SocialMedia,PHP,1796.47,1796.47,pesos,Campaign support,2403
866,149,Monetary,2025-09-28,False,,Event,PHP,1083.86,1083.86,pesos,Community outreach support,
867,127,InKind,2023-10-19,True,,Event,,,826.93,items,Community outreach support,
868,174,Skills,2025-06-15,True,Back to School,PartnerReferral,,,11.27,hours,Community outreach support,
869,151,Monetary,2023-12-26,True,,SocialMedia,PHP,1014.15,1014.15,pesos,Monthly contribution,1685
870,124,InKind,2023-03-15,True,,SocialMedia,,,439.51,items,Monthly contribution,1783
871,170,Time,2025-01-24,False,,PartnerReferral,,,32.95,hours,Community outreach support,
872,125,Skills,2024-01-18,False,,SocialMedia,,,12.59,hours,Monthly contribution,2340
873,157,Monetary,2025-01-12,False,,Campaign,PHP,1432.02,1432.02,pesos,Recurring gift,
874,127,Monetary,2025-12-28,True,,SocialMedia,PHP,938.45,938.45,pesos,In support of safehouse operations,1811
875,156,Monetary,2023-03-15,False,,Direct,PHP,826.28,826.28,pesos,In support of safehouse operations,
