education_record_id,resident_id,record_date,education_level,school_name,enrollment_status,attendance_rate,progress_percent,completion_status,notes
1060,119,2023-12-01,Primary,School 9,Enrolled,0.753,100.0,InProgress,Progress: InProgress
1061,119,2024-01-01,Secondary,School 1,Enrolled,0.77,100.0,InProgress,Progress: InProgress
1062,119,2024-02-01,CollegePrep,School 19,Enrolled,0.677,100.0,InProgress,Progress: InProgress
1063,120,2024-01-01,CollegePrep,School 14,Enrolled,0.643,36.9,NotStarted,Progress: NotStarted
1064,120,2024-02-01,Primary,School 20,Enrolled,0.497,57.9,InProgress,Progress: InProgress
1065,120,2024-03-01,Vocational,School 18,Enrolled,1.0,67.3,InProgress,Progress: InProgress
1066,120,2024-04-01,Primary,School 8,Enrolled,0.582,80.2,InProgress,Progress: InProgress
1067,120,2024-05-01,Primary,School 4,Enrolled,0.71,96.6,InProgress,Progress: InProgress
1068,120,2024-06-01,Secondary,School 8,Enrolled,0.71,100.0,Completed,Progress: Completed
1069,121,2023-10-01,Vocational,School 8,Enrolled,0.966,37.7,NotStarted,Progress: NotStarted
1070,121,2023-11-01,Secondary,School 20,Enrolled,0.693,33.0,InProgress,Progress: InProgress
1071,121,2023-12-01,Vocational,School 18,Enrolled,0.744,54.0,InProgress,Progress: InProgress
1072,121,2024-01-01,Primary,School 2,Enrolled,0.681,51.2,InProgress,Progress: InProgress
1073,121,2024-02-01,Vocational,School 3,Enrolled,0.721,44.2,InProgress,Progress: InProgress
1074,121,2024-03-01,Primary,School 2,Enrolled,0.493,52.8,InProgress,Progress: InProgress
1075,122,2023-03-01,Secondary,School 4,Enrolled,0.626,66.8,NotStarted,Progress: NotStarted
1076,122,2023-04-01,Secondary,School 12,Enrolled,0.758,73.7,InProgress,Progress: InProgress
1077,122,2023-05-01,Primary,School 6,Enrolled,0.923,83.2,InProgress,Progress: InProgress
1078,122,2023-06-01,Secondary,School 15,Enrolled,0.872,72.9,InProgress,Progress: InProgress
1079,122,2023-07-01,Secondary,School 7,Enrolled,0.82,66.0,InProgress,Progress: InProgress
1080,122,2023-08-01,CollegePrep,School 10,Enrolled,0.831,89.7,InProgress,Progress: InProgress
1081,122,2023-09-01,Primary,School 14,Enrolled,1.0,100.0,InProgress,Progress: InProgress
1082,122,2023-10-01,Vocational,School 8,Enrolled,0.894,100.0,InProgress,Progress: InProgress
1083,122,2023-11-01,Secondary,School 10,Enrolled,0.768,100.0,InProgress,Progress: InProgress
1084,122,2023-12-01,Secondary,School 11,Enrolled,0.851,100.0,InProgress,Progress: InProgress
1085,123,2024-05-01,Primary,School 15,Enrolled,0.706,41.6,NotStarted,Progress: NotStarted
1086,123,2024-06-01,Vocational,School 18,Enrolled,0.658,48.6,InProgress,Progress: InProgress
1087,123,2024-07-01,Secondary,School 12,Enrolled,0.468,50.5,InProgress,Progress: InProgress
1088,123,2024-08-01,Secondary,School 8,Enrolled,0.672,64.5,InProgress,Progress: InProgress
1089,123,2024-09-01,Vocational,School 13,Enrolled,0.771,70.3,InProgress,Progress: InProgress
1090,123,2024-10-01,Secondary,School 5,Enrolled,0.682,63.4,InProgress,Progress: InProgress
1091,123,2024-11-01,Primary,School 6,Enrolled,0.81,77.3,InProgress,Progress: InProgress
1092,123,2024-12-01,Secondary,School 5,Enrolled,0.731,71.2,InProgress,Progress: InProgress
1093,123,2025-01-01,Vocational,School 19,Enrolled,0.859,100.0,InProgress,Progress: InProgress
1094,123,2025-02-01,Secondary,School 9,Enrolled,0.894,100.0,Completed,Progress: Completed
1095,123,2025-03-01,Secondary,School 17,Enrolled,0.868,100.0,InProgress,Progress: InProgress
1096,124,2024-09-01,Secondary,School 1,Enrolled,0.696,69.8,NotStarted,Progress: NotStarted
1097,124,2024-10-01,CollegePrep,School 7,Enrolled,0.528,80.8,InProgress,Progress: InProgress
1098,124,2024-11-01,Primary,School 19,Enrolled,0.899,100.0,InProgress,Progress: InProgress
1099,124,2024-12-01,Secondary,School 13,Enrolled,0.744,100.0,InProgress,Progress: InProgress
1100,124,2025-01-01,Primary,School 9,Enrolled,0.744,100.0,InProgress,Progress: InProgress
1101,124,2025-02-01,Primary,School 6,Enrolled,0.881,100.0,InProgress,Progress: InProgress
1102,124,2025-03-01,Primary,School 13,Enrolled,0.622,100.0,InProgress,Progress: InProgress
1103,124,2025-04-01,Primary,School 10,Enrolled,0.784,100.0,InProgress,Progress: InProgress
1104,124,2025-05-01,Secondary,School 9,Enrolled,0.92,95.8,InProgress,Progress: InProgress
1105,124,2025-06-01,Secondary,School 2,Enrolled,0.636,99.1,InProgress,Progress: InProgress
1106,124,2025-07-01,Secondary,School 11,Enrolled,0.88,100.0,Completed,Progress: Completed
1107,125,2024-01-01,Secondary,School 16,Enrolled,0.596,28.4,NotStarted,Progress: NotStarted
1108,125,2024-02-01,Vocational,School 12,Enrolled,0.555,49.2,InProgress,Progress: InProgress
1109,125,2024-03-01,Vocational,School 18,Enrolled,0.676,63.3,InProgress,Progress: InProgress
1110,125,2024-04-01,Secondary,School 18,Enrolled,0.752,69.0,InProgress,Progress: InProgress
1111,125,2024-05-01,CollegePrep,School 11,Enrolled,0.561,51.0,InProgress,Progress: InProgress
1112,125,2024-06-01,Primary,School 3,Enrolled,0.634,64.4,InProgress,Progress: InProgress
1113,125,2024-07-01,Vocational,School 6,Enrolled,0.639,72.1,InProgress,Progress: InProgress
1114,125,2024-08-01,Secondary,School 1,Enrolled,0.744,74.3,InProgress,Progress: InProgress
1115,125,2024-09-01,Primary,School 9,Enrolled,0.856,80.8,InProgress,Progress: InProgress
1116,126,2023-08-01,Primary,School 13,Enrolled,0.648,54.3,NotStarted,Progress: NotStarted
1117,126,2023-09-01,Vocational,School 18,Enrolled,0.712,69.1,InProgress,Progress: InProgress
1118,126,2023-10-01,Vocational,School 6,Enrolled,0.654,80.0,InProgress,Progress: InProgress
1119,126,2023-11-01,Primary,School 5,Enrolled,0.752,92.1,InProgress,Progress: InProgress
1120,126,2023-12-01,Secondary,School 19,Enrolled,0.691,100.0,InProgress,Progress: InProgress
1121,126,2024-01-01,CollegePrep,School 10,Enrolled,0.791,100.0,InProgress,Progress: InProgress
1122,126,2024-02-01,Vocational,School 7,Enrolled,0.68,100.0,InProgress,Progress: InProgress
1123,126,2024-03-01,Vocational,School 11,Enrolled,0.882,100.0,InProgress,Progress: InProgress
1124,126,2024-04-01,Vocational,School 10,Enrolled,0.747,99.9,InProgress,Progress: InProgress
1125,126,2024-05-01,Primary,School 5,Enrolled,0.744,100.0,Completed,Progress: Completed
1126,126,2024-06-01,Vocational,School 3,Enrolled,0.764,100.0,InProgress,Progress: InProgress
1127,127,2024-06-01,Primary,School 3,Enrolled,0.77,53.9,NotStarted,Progress: NotStarted
1128,127,2024-07-01,Secondary,School 15,Enrolled,0.866,48.9,InProgress,Progress: InProgress
1129,127,2024-08-01,Secondary,School 11,Enrolled,0.472,41.3,InProgress,Progress: InProgress
1130,127,2024-09-01,Primary,School 14,Enrolled,0.754,55.1,InProgress,Progress: InProgress
1131,127,2024-10-01,Vocational,School 16,Enrolled,0.612,76.2,InProgress,Progress: InProgress
1132,127,2024-11-01,Primary,School 9,Enrolled,0.6,70.3,InProgress,Progress: InProgress
1133,127,2024-12-01,Secondary,School 10,Enrolled,0.639,72.7,InProgress,Progress: InProgress
1134,127,2025-01-01,Secondary,School 15,Enrolled,0.565,88.0,Completed,Progress: Completed
1135,127,2025-02-01,Vocational,School 5,Enrolled,0.881,100.0,Completed,Progress: Completed
1136,128,2024-02-01,Secondary,School 16,Enrolled,0.807,47.8,NotStarted,Progress: NotStarted
1137,128,2024-03-01,Primary,School 12,Enrolled,0.602,52.9,InProgress,Progress: InProgress
1138,128,2024-04-01,CollegePrep,School 20,Enrolled,0.677,59.7,InProgress,Progress: InProgress
1139,128,2024-05-01,Secondary,School 11,Enrolled,0.925,70.7,InProgress,Progress: InProgress
1140,128,2024-06-01,Primary,School 2,Enrolled,0.707,72.8,InProgress,Progress: InProgress
1141,128,2024-07-01,Primary,School 18,Enrolled,0.705,71.3,InProgress,Progress: InProgress
1142,129,2025-04-01,Vocational,School 8,Enrolled,0.59,3.2,NotStarted,Progress: NotStarted
1143,129,2025-05-01,Vocational,School 6,Enrolled,0.505,4.0,InProgress,Progress: InProgress
1144,129,2025-06-01,Secondary,School 19,Enrolled,0.449,0.0,InProgress,Progress: InProgress
1145,129,2025-07-01,Primary,School 3,Enrolled,0.398,4.6,InProgress,Progress: InProgress
1146,129,2025-08-01,Vocational,School 6,Enrolled,0.574,37.5,InProgress,Progress: InProgress
1147,129,2025-09-01,Secondary,School 10,Enrolled,0.555,13.0,InProgress,Progress: InProgress
1148,129,2025-10-01,Primary,School 17,Enrolled,0.556,28.1,InProgress,Progress: InProgress
1149,129,2025-11-01,Secondary,School 5,Enrolled,0.526,38.4,InProgress,Progress: InProgress
1150,129,2025-12-01,Vocational,School 14,Enrolled,0.62,44.4,InProgress,Progress: InProgress
1151,130,2023-10-01,Primary,School 7,Enrolled,0.554,44.8,NotStarted,Progress: NotStarted
1152,130,2023-11-01,CollegePrep,School 14,Enrolled,0.563,34.8,InProgress,Progress: InProgress
1153,130,2023-12-01,Primary,School 19,Enrolled,0.499,33.9,InProgress,Progress: InProgress
1154,130,2024-01-01,Secondary,School 15,Enrolled,0.483,41.4,InProgress,Progress: InProgress
1155,130,2024-02-01,Vocational,School 19,Enrolled,0.69,45.4,InProgress,Progress: InProgress
1156,130,2024-03-01,Vocational,School 18,Enrolled,0.668,55.4,InProgress,Progress: InProgress
1157,130,2024-04-01,Secondary,School 13,Enrolled,0.696,74.9,InProgress,Progress: InProgress
1158,130,2024-05-01,Primary,School 14,Enrolled,0.617,80.0,InProgress,Progress: InProgress
1159,131,2023-04-01,Primary,School 15,Enrolled,0.771,41.4,NotStarted,Progress: NotStarted
1160,131,2023-05-01,CollegePrep,School 14,Enrolled,0.551,38.0,InProgress,Progress: InProgress
1161,131,2023-06-01,Vocational,School 17,Enrolled,0.789,44.7,InProgress,Progress: InProgress
1162,131,2023-07-01,Secondary,School 2,Enrolled,0.755,46.8,InProgress,Progress: InProgress
1163,131,2023-08-01,Vocational,School 14,Enrolled,0.658,55.6,InProgress,Progress: InProgress
1164,131,2023-09-01,Secondary,School 16,Enrolled,0.923,89.9,InProgress,Progress: InProgress
1165,131,2023-10-01,Primary,School 17,Enrolled,0.669,100.0,InProgress,Progress: InProgress
1166,131,2023-11-01,Vocational,School 14,Enrolled,0.701,100.0,InProgress,Progress: InProgress
1167,131,2023-12-01,Primary,School 9,Enrolled,1.0,100.0,InProgress,Progress: InProgress
1168,132,2024-06-01,Vocational,School 16,Enrolled,0.384,11.4,NotStarted,Progress: NotStarted
1169,132,2024-07-01,Secondary,School 10,Enrolled,0.393,6.9,InProgress,Progress: InProgress
1170,132,2024-08-01,Secondary,School 3,Enrolled,0.734,26.0,InProgress,Progress: InProgress
1171,132,2024-09-01,Secondary,School 15,Enrolled,0.505,29.7,InProgress,Progress: InProgress
1172,132,2024-10-01,Secondary,School 5,Enrolled,0.713,52.9,InProgress,Progress: InProgress
1173,132,2024-11-01,Secondary,School 11,Enrolled,0.439,48.4,InProgress,Progress: InProgress
1174,132,2024-12-01,Primary,School 10,Enrolled,0.587,58.0,InProgress,Progress: InProgress
1175,132,2025-01-01,Secondary,School 14,Enrolled,0.65,72.0,InProgress,Progress: InProgress
1176,132,2025-02-01,Primary,School 2,Enrolled,0.938,91.9,InProgress,Progress: InProgress
1177,132,2025-03-01,Secondary,School 17,Enrolled,0.571,100.0,InProgress,Progress: InProgress
1178,132,2025-04-01,Primary,School 19,Enrolled,0.781,100.0,InProgress,Progress: InProgress
1179,132,2025-05-01,Vocational,School 5,Enrolled,0.681,100.0,InProgress,Progress: InProgress
1180,133,2023-02-01,Secondary,School 13,Enrolled,0.642,43.6,NotStarted,Progress: NotStarted
1181,133,2023-03-01,Primary,School 10,Enrolled,0.602,59.1,InProgress,Progress: InProgress
1182,133,2023-04-01,Secondary,School 11,Enrolled,0.714,75.4,InProgress,Progress: InProgress
1183,133,2023-05-01,Secondary,School 18,Enrolled,0.8,100.0,InProgress,Progress: InProgress
1184,133,2023-06-01,Primary,School 2,Enrolled,0.648,98.6,Completed,Progress: Completed
1185,133,2023-07-01,Secondary,School 17,Enrolled,0.83,100.0,InProgress,Progress: InProgress
1186,134,2025-01-01,CollegePrep,School 13,Enrolled,0.694,68.2,NotStarted,Progress: NotStarted
1187,134,2025-02-01,Primary,School 13,Enrolled,0.786,80.3,InProgress,Progress: InProgress
1188,134,2025-03-01,Vocational,School 11,Enrolled,0.885,100.0,InProgress,Progress: InProgress
1189,134,2025-04-01,Primary,School 4,Enrolled,0.833,100.0,InProgress,Progress: InProgress
1190,134,2025-05-01,Secondary,School 14,Enrolled,0.839,100.0,InProgress,Progress: InProgress
1191,134,2025-06-01,Vocational,School 5,Enrolled,0.518,100.0,InProgress,Progress: InProgress
1192,134,2025-07-01,Vocational,School 2,Enrolled,0.749,100.0,Completed,Progress: Completed
1193,134,2025-08-01,Primary,School 7,Enrolled,0.751,100.0,InProgress,Progress: InProgress
1194,135,2024-10-01,Secondary,School 18,Enrolled,0.825,45.1,NotStarted,Progress: NotStarted
1195,135,2024-11-01,Vocational,School 9,Enrolled,0.507,58.4,InProgress,Progress: InProgress
1196,135,2024-12-01,Secondary,School 15,Enrolled,0.499,69.8,InProgress,Progress: InProgress
1197,135,2025-01-01,Secondary,School 10,Enrolled,0.578,77.9,InProgress,Progress: InProgress
1198,135,2025-02-01,Secondary,School 10,Enrolled,0.814,82.0,InProgress,Progress: InProgress
1199,135,2025-03-01,CollegePrep,School 8,Enrolled,0.777,86.0,InProgress,Progress: InProgress
1200,135,2025-04-01,Primary,School 15,Enrolled,0.644,97.1,InProgress,Progress: InProgress
1201,135,2025-05-01,CollegePrep,School 12,Enrolled,1.0,100.0,InProgress,Progress: InProgress
1202,135,2025-06-01,Primary,School 7,Enrolled,0.699,100.0,InProgress,Progress: InProgress
1203,135,2025-07-01,Primary,School 5,Enrolled,0.784,100.0,InProgress,Progress: InProgress
1204,135,2025-08-01,Primary,School 16,Enrolled,0.77,100.0,Completed,Progress: Completed
1205,135,2025-09-01,Secondary,School 14,Enrolled,0.779,100.0,Completed,Progress: Completed
1206,136,2023-06-01,Primary,School 13,Enrolled,0.545,36.9,NotStarted,Progress: NotStarted
1207,136,2023-07-01,Secondary,School 14,Enrolled,0.753,60.8,InProgress,Progress: InProgress
1208,136,2023-08-01,Primary,School 20,Enrolled,0.558,67.8,InProgress,Progress: InProgress
1209,136,2023-09-01,CollegePrep,School 8,Enrolled,0.632,90.0,InProgress,Progress: InProgress
1210,136,2023-10-01,Vocational,School 17,Enrolled,0.672,100.0,InProgress,Progress: InProgress
1211,136,2023-11-01,CollegePrep,School 3,Enrolled,0.763,100.0,InProgress,Progress: InProgress
1212,137,2025-01-01,Secondary,School 11,Enrolled,0.66,54.3,NotStarted,Progress: NotStarted
1213,137,2025-02-01,Secondary,School 15,Enrolled,0.612,69.7,InProgress,Progress: InProgress
1214,137,2025-03-01,Primary,School 15,Enrolled,0.972,97.6,InProgress,Progress: InProgress
1215,137,2025-04-01,Secondary,School 17,Enrolled,0.833,100.0,InProgress,Progress: InProgress
1216,137,2025-05-01,Secondary,School 2,Enrolled,0.806,100.0,InProgress,Progress: InProgress
1217,137,2025-06-01,Secondary,School 14,Enrolled,0.95,100.0,InProgress,Progress: InProgress
1218,137,2025-07-01,Primary,School 2,Enrolled,0.749,100.0,InProgress,Progress: InProgress
1219,137,2025-08-01,CollegePrep,School 14,Enrolled,0.878,100.0,InProgress,Progress: InProgress
1220,137,2025-09-01,Secondary,School 2,Enrolled,0.712,100.0,Completed,Progress: Completed
1221,138,2023-12-01,Vocational,School 1,Enrolled,0.671,60.9,NotStarted,Progress: NotStarted
1222,138,2024-01-01,Primary,School 1,Enrolled,0.695,72.1,InProgress,Progress: InProgress
1223,138,2024-02-01,Primary,School 13,Enrolled,0.782,85.2,InProgress,Progress: InProgress
1224,138,2024-03-01,Secondary,School 20,Enrolled,0.821,89.3,InProgress,Progress: InProgress
1225,138,2024-04-01,Vocational,School 4,Enrolled,0.786,84.4,InProgress,Progress: InProgress
1226,138,2024-05-01,Secondary,School 13,Enrolled,0.57,100.0,InProgress,Progress: InProgress
1227,138,2024-06-01,Secondary,School 1,Enrolled,0.833,100.0,InProgress,Progress: InProgress
1228,138,2024-07-01,Secondary,School 16,Enrolled,0.87,100.0,Completed,Progress: Completed
1229,139,2024-01-01,Vocational,School 13,Enrolled,0.62,28.5,NotStarted,Progress: NotStarted
1230,139,2024-02-01,Vocational,School 5,Enrolled,0.83,29.1,InProgress,Progress: InProgress
1231,139,2024-03-01,Secondary,School 8,Enrolled,0.661,49.2,InProgress,Progress: InProgress
1232,139,2024-04-01,Secondary,School 3,Enrolled,0.593,55.4,InProgress,Progress: InProgress
1233,139,2024-05-01,Secondary,School 15,Enrolled,0.613,70.0,InProgress,Progress: InProgress
1234,139,2024-06-01,Primary,School 3,Enrolled,0.925,92.4,Completed,Progress: Completed
1235,140,2025-03-01,Vocational,School 17,Enrolled,0.835,56.9,NotStarted,Progress: NotStarted
1236,140,2025-04-01,Vocational,School 9,Enrolled,0.594,59.9,InProgress,Progress: InProgress
1237,140,2025-05-01,Secondary,School 3,Enrolled,0.628,78.7,InProgress,Progress: InProgress
1238,140,2025-06-01,Secondary,School 20,Enrolled,0.687,88.1,InProgress,Progress: InProgress
1239,140,2025-07-01,Vocational,School 14,Enrolled,0.69,65.7,InProgress,Progress: InProgress
1240,140,2025-08-01,Secondary,School 7,Enrolled,0.681,90.9,InProgress,Progress: InProgress
1241,140,2025-09-01,Secondary,School 14,Enrolled,0.606,100.0,InProgress,Progress: InProgress
1242,140,2025-10-01,CollegePrep,School 8,Enrolled,0.839,100.0,InProgress,Progress: InProgress
1243,140,2025-11-01,Vocational,School 9,Enrolled,0.631,95.1,Completed,Progress: Completed
1244,141,2023-10-01,Secondary,School 2,Enrolled,0.541,56.0,NotStarted,Progress: NotStarted
1245,141,2023-11-01,Vocational,School 9,Enrolled,0.651,68.2,InProgress,Progress: InProgress
1246,141,2023-12-01,CollegePrep,School 17,Enrolled,0.927,94.0,InProgress,Progress: InProgress
1247,141,2024-01-01,Vocational,School 3,Enrolled,0.959,100.0,InProgress,Progress: InProgress
1248,141,2024-02-01,Secondary,School 10,Enrolled,0.764,98.2,InProgress,Progress: InProgress
1249,141,2024-03-01,Vocational,School 4,Enrolled,0.885,100.0,InProgress,Progress: InProgress
1250,141,2024-04-01,Primary,School 7,Enrolled,0.852,98.7,InProgress,Progress: InProgress
1251,141,2024-05-01,Secondary,School 19,Enrolled,0.782,100.0,Completed,Progress: Completed
1252,142,2023-05-01,Primary,School 20,Enrolled,0.745,56.7,NotStarted,Progress: NotStarted
1253,142,2023-06-01,Secondary,School 5,Enrolled,0.632,59.4,InProgress,Progress: InProgress
1254,142,2023-07-01,Primary,School 5,Enrolled,0.584,62.1,InProgress,Progress: InProgress
1255,142,2023-08-01,Secondary,School 4,Enrolled,0.788,77.7,InProgress,Progress: InProgress
1256,142,2023-09-01,Primary,School 8,Enrolled,0.675,100.0,InProgress,Progress: InProgress
1257,142,2023-10-01,Secondary,School 12,Enrolled,0.867,100.0,InProgress,Progress: InProgress
1258,142,2023-11-01,Primary,School 16,Enrolled,0.839,100.0,Completed,Progress: Completed
1259,142,2023-12-01,Primary,School 16,Enrolled,0.802,100.0,InProgress,Progress: InProgress
1260,143,2023-02-01,Secondary,School 12,Enrolled,0.63,50.0,NotStarted,Progress: NotStarted
1261,143,2023-03-01,Primary,School 8,Enrolled,0.697,50.5,InProgress,Progress: InProgress
1262,143,2023-04-01,Primary,School 4,Enrolled,0.771,72.1,InProgress,Progress: InProgress
1263,143,2023-05-01,Primary,School 10,Enrolled,0.792,88.7,InProgress,Progress: InProgress
1264,143,2023-06-01,Primary,School 18,Enrolled,0.843,100.0,InProgress,Progress: InProgress
1265,143,2023-07-01,Primary,School 20,Enrolled,0.81,100.0,InProgress,Progress: InProgress
1266,143,2023-08-01,Secondary,School 8,Enrolled,0.797,100.0,InProgress,Progress: InProgress
1267,143,2023-09-01,Secondary,School 3,Enrolled,0.704,100.0,InProgress,Progress: InProgress
1268,143,2023-10-01,Vocational,School 17,Enrolled,0.81,100.0,InProgress,Progress: InProgress
1269,143,2023-11-01,Primary,School 20,Enrolled,0.816,100.0,InProgress,Progress: InProgress
1270,143,2023-12-01,Primary,School 7,Enrolled,0.664,100.0,Completed,Progress: Completed
1271,144,2024-11-01,Secondary,School 3,Enrolled,0.643,53.3,NotStarted,Progress: NotStarted
1272,144,2024-12-01,Secondary,School 16,Enrolled,0.64,76.2,InProgress,Progress: InProgress
1273,144,2025-01-01,Secondary,School 15,Enrolled,0.865,65.9,InProgress,Progress: InProgress
1274,144,2025-02-01,Primary,School 4,Enrolled,0.728,68.5,InProgress,Progress: InProgress
1275,144,2025-03-01,CollegePrep,School 4,Enrolled,0.667,94.8,InProgress,Progress: InProgress
1276,144,2025-04-01,Secondary,School 9,Enrolled,0.664,88.0,InProgress,Progress: InProgress
1277,144,2025-05-01,Secondary,School 20,Enrolled,0.98,95.4,Completed,Progress: Completed
1278,145,2023-06-01,Primary,School 18,Enrolled,0.613,47.6,NotStarted,Progress: NotStarted
1279,145,2023-07-01,Vocational,School 3,Enrolled,0.649,81.0,InProgress,Progress: InProgress
1280,145,2023-08-01,Vocational,School 17,Enrolled,0.717,90.0,InProgress,Progress: InProgress
1281,145,2023-09-01,Vocational,School 19,Enrolled,0.838,100.0,InProgress,Progress: InProgress
1282,145,2023-10-01,Vocational,School 4,Enrolled,0.719,100.0,InProgress,Progress: InProgress
1283,145,2023-11-01,CollegePrep,School 5,Enrolled,0.7,100.0,InProgress,Progress: InProgress
1284,145,2023-12-01,Primary,School 19,Enrolled,0.713,100.0,InProgress,Progress: InProgress
1285,145,2024-01-01,Secondary,School 13,Enrolled,0.651,100.0,InProgress,Progress: InProgress
1286,145,2024-02-01,CollegePrep,School 7,Enrolled,0.962,100.0,InProgress,Progress: InProgress
1287,145,2024-03-01,Vocational,School 5,Enrolled,0.574,100.0,InProgress,Progress: InProgress
1288,145,2024-04-01,Vocational,School 1,Enrolled,0.85,98.4,InProgress,Progress: InProgress
1289,145,2024-05-01,Secondary,School 12,Enrolled,0.726,100.0,Completed,Progress: Completed
1290,146,2023-07-01,Secondary,School 13,Enrolled,0.716,55.5,NotStarted,Progress: NotStarted
1291,146,2023-08-01,Secondary,School 13,Enrolled,0.716,52.7,InProgress,Progress: InProgress
1292,146,2023-09-01,Vocational,School 10,Enrolled,0.771,73.1,InProgress,Progress: InProgress
1293,146,2023-10-01,Secondary,School 14,Enrolled,0.726,81.0,InProgress,Progress: InProgress
1294,146,2023-11-01,Vocational,School 15,Enrolled,0.832,95.1,InProgress,Progress: InProgress
1295,146,2023-12-01,Secondary,School 15,Enrolled,0.744,100.0,InProgress,Progress: InProgress
1296,146,2024-01-01,Primary,School 3,Enrolled,0.786,100.0,InProgress,Progress: InProgress
1297,146,2024-02-01,CollegePrep,School 11,Enrolled,0.713,100.0,InProgress,Progress: InProgress
1298,147,2025-03-01,Primary,School 4,Enrolled,0.572,59.5,NotStarted,Progress: NotStarted
1299,147,2025-04-01,Secondary,School 6,Enrolled,0.745,78.8,InProgress,Progress: InProgress
1300,147,2025-05-01,CollegePrep,School 15,Enrolled,0.795,97.6,InProgress,Progress: InProgress
1301,147,2025-06-01,Primary,School 16,Enrolled,0.854,100.0,InProgress,Progress: InProgress
1302,147,2025-07-01,Secondary,School 11,Enrolled,0.867,100.0,InProgress,Progress: InProgress
1303,147,2025-08-01,Primary,School 17,Enrolled,0.719,100.0,InProgress,Progress: InProgress
1304,147,2025-09-01,CollegePrep,School 17,Enrolled,0.72,100.0,InProgress,Progress: InProgress
1305,147,2025-10-01,Primary,School 2,Enrolled,0.886,100.0,InProgress,Progress: InProgress
1306,147,2025-11-01,CollegePrep,School 16,Enrolled,0.741,100.0,InProgress,Progress: InProgress
1307,147,2025-12-01,Secondary,School 17,Enrolled,0.733,100.0,InProgress,Progress: InProgress
1308,148,2023-11-01,CollegePrep,School 16,Enrolled,0.822,81.0,NotStarted,Progress: NotStarted
1309,148,2023-12-01,Vocational,School 7,Enrolled,0.923,100.0,InProgress,Progress: InProgress
1310,148,2024-01-01,Secondary,School 3,Enrolled,0.797,100.0,InProgress,Progress: InProgress
1311,148,2024-02-01,Secondary,School 15,Enrolled,0.654,100.0,InProgress,Progress: InProgress
1312,148,2024-03-01,Secondary,School 4,Enrolled,0.574,100.0,InProgress,Progress: InProgress
1313,148,2024-04-01,Vocational,School 10,Enrolled,0.902,100.0,InProgress,Progress: InProgress
1314,148,2024-05-01,Vocational,School 20,Enrolled,0.714,80.1,InProgress,Progress: InProgress
1315,148,2024-06-01,Vocational,School 7,Enrolled,0.74,85.1,InProgress,Progress: InProgress
1316,148,2024-07-01,Vocational,School 13,Enrolled,0.569,100.0,InProgress,Progress: InProgress
1317,148,2024-08-01,Vocational,School 17,Enrolled,0.761,89.7,InProgress,Progress: InProgress
1318,148,2024-09-01,Secondary,School 17,Enrolled,0.634,100.0,Completed,Progress: Completed
1319,148,2024-10-01,Vocational,School 5,Enrolled,0.899,100.0,Completed,Progress: Completed
1320,149,2023-03-01,Secondary,School 9,Enrolled,0.748,70.6,NotStarted,Progress: NotStarted
1321,149,2023-04-01,Vocational,School 12,Enrolled,0.707,76.4,InProgress,Progress: InProgress
1322,149,2023-05-01,Secondary,School 9,Enrolled,0.623,99.9,InProgress,Progress: InProgress
1323,149,2023-06-01,Primary,School 16,Enrolled,0.898,100.0,InProgress,Progress: InProgress
1324,149,2023-07-01,Primary,School 8,Enrolled,0.894,100.0,InProgress,Progress: InProgress
1325,149,2023-08-01,Primary,School 8,Enrolled,0.752,100.0,InProgress,Progress: InProgress
1326,150,2024-01-01,Primary,School 3,Enrolled,0.714,52.5,NotStarted,Progress: NotStarted
1327,150,2024-02-01,Secondary,School 8,Enrolled,0.693,64.3,InProgress,Progress: InProgress
1328,150,2024-03-01,Vocational,School 6,Enrolled,0.649,82.7,InProgress,Progress: InProgress
1329,150,2024-04-01,Primary,School 2,Enrolled,0.792,100.0,InProgress,Progress: InProgress
1330,150,2024-05-01,Secondary,School 17,Enrolled,1.0,100.0,InProgress,Progress: InProgress
1331,150,2024-06-01,Vocational,School 16,Enrolled,0.73,100.0,InProgress,Progress: InProgress
1332,150,2024-07-01,CollegePrep,School 16,Enrolled,0.779,100.0,InProgress,Progress: InProgress
1333,150,2024-08-01,Primary,School 2,Enrolled,0.647,100.0,InProgress,Progress: InProgress
1334,150,2024-09-01,Primary,School 6,Enrolled,0.716,100.0,InProgress,Progress: InProgress
1335,150,2024-10-01,Vocational,School 16,Enrolled,0.625,100.0,Completed,Progress: Completed
1336,150,2024-11-01,Secondary,School 14,Enrolled,0.89,100.0,InProgress,Progress: InProgress
1337,151,2023-09-01,CollegePrep,School 11,Enrolled,0.681,36.0,NotStarted,Progress: NotStarted
1338,151,2023-10-01,Secondary,School 9,Enrolled,0.584,39.9,InProgress,Progress: InProgress
1339,151,2023-11-01,Primary,School 19,Enrolled,0.774,62.0,InProgress,Progress: InProgress
1340,151,2023-12-01,Primary,School 9,Enrolled,0.836,74.7,InProgress,Progress: InProgress
1341,151,2024-01-01,Secondary,School 11,Enrolled,0.968,100.0,InProgress,Progress: InProgress
1342,151,2024-02-01,Secondary,School 3,Enrolled,1.0,100.0,InProgress,Progress: InProgress
1343,151,2024-03-01,Vocational,School 12,Enrolled,0.844,100.0,InProgress,Progress: InProgress
